USER_ID,FILE_ID,AGE,GENDER,LENGTH
19284369,2c91287b74f730a9a6ba2d2f13423984,20,男,6
19284369,37d506bfca31439ba683371efabfdfd1,20,男,8
19284369,48950e16ec7ef2dcac41482bd4ce524c,20,男,8
19284369,48e187fcaecdca2c406066b4ed405087,20,男,10
19284369,04c83fdf234b18f0628e63be87cfef64,20,男,6
19284369,84fe43d02376b261a9efb23cd9e8f2da,20,男,6
19284369,093aedb67df3251112fceb51df27ebf5,20,男,9
19284369,de0cf8ff4bd6800cfa406880dd124998,20,男,4
19284369,7eee1683a267bf8f9cf30910cff96cd9,20,男,10
19284369,d6417694ffc9efd3b65cdf6576d7a980,20,男,11
19284369,52df137850b143c4f96828b344c6bd1e,20,男,5
19284369,ec7b54d60623dd520b08c58e31276d76,20,男,9
19284369,8b53e08fc2981fd2f4ceb776283d5256,20,男,8
19284369,bac86bb723290c29f5ee65a4b7e5817e,20,男,6
19284369,e091bd5ce791851b886001f9e1862a18,20,男,13
19284369,e5a57da8f97e90681a0e9824af152c1d,20,男,8
19284369,8ee3cd7e2bb973bda5d33d31043310b6,20,男,4
19284369,c74eb00eee4dda02d68cdc3b65bafc92,20,男,7
19284369,c813697bc73aaf32d4a5e97f1748677d,20,男,12
19284369,b143c9b514bceeae56f8c362c7e2f16d,20,男,4
19284369,dc52576acaf069bd6ebaa45db3b9ed7a,20,男,10
19284369,99e89f8b90438687db9ca4235b174c29,20,男,10
19284369,c6aaa06ded1c27cf13753bbfd42e11dd,20,男,4
19284369,671446379f10f7677ef8efbcc7bd8995,20,男,16
19284369,75591313418b7b1dd1c9d12dcfd8a4ce,20,男,5
19284369,8486c669641d80130aa27d8fa6665b3a,20,男,7
19284369,239329d9ea0048f14c0a4d585bfd66f3,20,男,6
19284369,32cce7bf87129b85c9fa87eab609b4cd,20,男,6
19284369,49ded8405557b516a3cd6fe22a642144,20,男,8
19284369,836a129c293a6214404cd51dcf248c8f,20,男,7
19284369,86c51fa869180723880a586fba01c1a2,20,男,11
19284369,6ada4edefa8d76932542cc79fdad35ad,20,男,5
19284369,14f4322123c1183e10af6675db94c817,20,男,4
19284369,67ab4758c1490097f8dd3f92a74e554c,20,男,11
19284369,7e886295d42aa9545bd7b4e16b88c7f0,20,男,7
19284369,3adfd1dec8aff21b1c0bb57f610e7676,20,男,7
19284369,726a6a64d73979c02fbf83a1bbf1db50,20,男,13
19284369,b0b7bbdc14f02fbb87874bfefebce77e,20,男,6
19284369,aed52aae8a8f862071248b53753a5243,20,男,7
19284369,c83f2cce719edb90c385ce4979663e45,20,男,6
19284369,eddfa21ca359a65ba4fda422c5eb7df8,20,男,6
19284369,c1cab3d2f3da1fcaa2af06b69e0f35a1,20,男,5
19284369,1c6b0a52b702f3de1303615cd9bf4d34,20,男,5
19284369,cb5059da7c276059791a9716a54ccd41,20,男,5
19284369,9ff3695b0727ef54890272d7d80db939,20,男,18
19284369,f97361619b6b476bc0b3618c9def9a8f,20,男,5
19284369,54a72af179fc904eaca10875020efb52,20,男,16
19284369,79bdb92c9aa8e03f4db5603cd9acb90a,20,男,5
19284369,f2f8540c7586375270d10b56f4e1d1e8,20,男,8
19284369,d4ad0d2f4ff875cf9f514edeee9077fb,20,男,6
19284369,e26c07ccc1b80ad68678a5cc3cd1df83,20,男,10
19284369,36e2bcf2321b62b5cc98025521256301,20,男,9
19284369,d7d3517b7aadc7838daa83a5dbb7b195,20,男,5
19284369,e13145ec19a9b44bacdbf82f8c504d96,20,男,12
19284369,359c38c779448ad81d264efd9a777662,20,男,11
19284369,b9fd56c2ffd700eab467e28ea33ede12,20,男,7
19284369,fb964df0ac95e36caa8501152b331f1e,20,男,8
19284369,9128e356e8c23617f3bec188a25b98ed,20,男,8
19284369,e7a609dc46ba3c86b2ccb5d831015e4f,20,男,5
19284369,15ab6171c2df9abae909ad8f3f5f9782,20,男,9
19284369,69c991e3367425fad106ee0dd3cf86fa,20,男,10
19284369,99eed071308113cd27fc66d6ff27bb59,20,男,15
19284369,eae6e89ec820fabbb58aafe96e4bbdb9,20,男,9
19284369,46ec4778cabac584941eb6d44e19aed1,20,男,6
19284369,cdf74abe58aa3e74a69def665a907b9a,20,男,16
19284369,95ee8b847c67319384768dfd6145b50f,20,男,5
19284369,aeb62b76e331c0ca85e77ea5c5e8221a,20,男,5
19284369,8700ab436f4845b7f6d2ef784211482a,20,男,9
19284369,15d4f8d324687977b32b3a5f4ad279e9,20,男,6
19284369,139c3e71b957919016a3e580f0400fb7,20,男,9
19284369,0bb5a17022850f54e8cd35e95f9d0e11,20,男,12
